,lat,long,elev,d_distance,d_height,slope,slope_angle,d_calories,calories_sum,distance_sum
0,40.83471,-73.94743,26.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,40.83472,-73.94747,26.01,3.541924181352077,-0.08999999999999986,-0.02540991715007397,-1.4555677952077897,0.1644826443944234,0.1644826443944234,3.541924181352077
2,40.83444,-73.94766,26.27,34.97621998104776,0.259999999999998,0.007433622047805103,0.4259073249166446,1.7390289611459422,1.9035116055403656,38.51814416239984
3,40.83432,-73.94775,26.0,15.332377593679434,-0.2699999999999996,-0.01760979328550475,-1.0088625575991332,0.7120169383466298,2.6155285438869953,53.850521756079274
4,40.83413,-73.94808,23.63,34.86564609195726,-2.370000000000001,-0.06797522104564435,-3.8887112067997305,1.6191181329962998,4.234646676883295,88.71616784803653
5,40.83409,-73.94837,19.67,24.784452243141036,-3.9599999999999973,-0.15977758802782926,-9.077851307234548,1.1509597710425719,5.385606447925866,113.50062009117757
6,40.83416,-73.94861,17.02,21.62611485794088,-2.650000000000002,-0.12253703531158996,-6.986028045794977,1.0042904301959867,6.389896878121853,135.12673494911846
7,40.83423,-73.94882,16.43,19.293922027895096,-0.5899999999999999,-0.03057957833285423,-1.7515349541972305,0.8959862361245008,7.285883114246354,154.42065697701355
8,40.8343,-73.94898,16.45,15.53953335680754,0.019999999999999574,0.0012870399349049948,0.07374191561773198,0.7726306205995048,8.058513734845858,169.9601903338211
9,40.83435,-73.94909,17.15,10.78923022431878,0.6999999999999993,0.06487951275914093,3.712119553390096,0.7853620526803691,8.843875787526228,180.74942055813986
10,40.83428,-73.94914,16.38,8.842042007998987,-0.7699999999999996,-0.0870839563195262,-4.9769873167694385,0.4106136599364104,9.254489447462639,189.59146256613886
11,40.8327,-73.94971,16.84,182.0008622050226,0.46000000000000085,0.0025274605539055872,0.14481251426825473,9.049141688254696,18.303631135717335,371.59232477116143
12,40.83259,-73.94968,19.06,12.481299497390454,2.219999999999999,0.17786609482964083,10.085503079711607,1.4029246768108017,19.706555812528137,384.0736242685519
13,40.83252,-73.94966,20.57,7.958444970599786,1.5100000000000016,0.18973555833812605,10.743342896130123,0.927084294617365,20.633640107145503,392.03206923915167
14,40.83229,-73.94961,22.42,25.902213914595198,1.8500000000000014,0.07142246628414942,4.0852687564446715,1.9455265167483142,22.579166623893816,417.9342831537469
15,40.83215,-73.94959,23.0,15.64813408486183,0.5799999999999983,0.037065122068521666,2.1227033444431234,0.9844712196092311,23.563637843503045,433.58241723860874
16,40.83208,-73.94958,23.0,7.824067185874618,0.0,0.0,0.0,0.389015149080155,23.9526529925832,441.4064844244834
17,40.83186,-73.94956,23.75,24.505291224098766,0.75,0.03060563505005164,1.7530264981732044,1.485399345270892,25.438052337854092,465.91177564858214
18,40.83162,-73.94956,23.75,26.67002723329648,0.0,0.0,0.0,1.3260423733149276,26.76409471116902,492.5818028818786
19,40.83149,-73.94957,23.64,14.470712815763067,-0.10999999999999943,-0.007601560572757378,-0.43552894983322027,0.7194885178751059,27.483583229044125,507.0525156976417
20,40.83146,-73.94958,23.54,3.438150316032116,-0.10000000000000142,-0.02908540663091454,-1.666001360647731,0.15966351250088237,27.643246741545006,510.49066601367383
21,40.83141,-73.94958,23.54,5.556255673780153,0.0,0.0,0.0,0.2762588277827298,27.919505569327736,516.046921687454
22,40.83119,-73.94963,24.0,24.806364424890624,0.46000000000000085,0.01854362824479182,1.0623498777297866,1.397165653280473,29.31667122260821,540.8532861123446
23,40.83086,-73.94976,23.88,38.265678752280294,-0.120000000000001,-0.00313596946174253,-0.17967722584112264,1.9025819143458196,31.21925313695403,579.1189648646249
24,40.83078,-73.94979,24.15,9.240945818002446,0.2699999999999996,0.029217788451265228,1.6735798399168502,0.555581275119903,31.774834412073933,588.3599106826274
25,40.83057,-73.94988,23.89,24.532576107957397,-0.259999999999998,-0.010598153200701343,-0.6072067157224109,1.2197676125771235,32.99460202465106,612.8924867905848
26,40.83044,-73.94992,23.86,14.832611016222504,-0.030000000000001137,-0.0020225704002612877,-0.11588458968335001,0.7374822133609698,33.73208423801203,627.7250978068073
27,40.83031,-73.94995,23.84,14.664837840702942,-0.019999999999999574,-0.0013638064203129912,-0.07814030351064981,0.7291404768528498,34.461224714864876,642.3899356475102
28,40.8301,-73.94998,23.28,23.472209364925092,-0.5599999999999987,-0.02385800123429437,-1.3667035065557174,1.0900208102841533,35.55124552514903,665.8621450124353
29,40.82993,-73.95001,23.0,19.05893565049947,-0.28000000000000114,-0.014691271597460023,-0.8416873069381949,0.947616440049694,36.49886196519872,684.9210806629349
30,40.82984,-73.95002,23.0,10.036543507525346,0.0,0.0,0.0,0.4990201868253746,36.9978821520241,694.9576241704602
31,40.82965,-73.95007,23.24,21.528270194686254,0.23999999999999844,0.0111481320993099,0.6387144596298088,1.0703925516313861,38.06827470365548,716.4858943651465
32,40.82962,-73.95007,23.32,3.333753404692219,0.08000000000000185,0.023996975867322034,1.3746616102637983,0.19423747707305394,38.262512180728535,719.8196477698386
33,40.82961,-73.95008,23.32,1.393515188212129,0.0,0.0,0.0,0.06928602551707291,38.33179820624561,721.2131629580508
34,40.82953,-73.95011,24.08,9.240958798484208,0.759999999999998,0.08224254826508486,4.701569747310244,0.7294883947232282,39.061286600968835,730.4541217565351
35,40.82893,-73.95039,25.91,70.70971255679221,1.8300000000000018,0.025880461591895075,1.4825102858792365,4.167219245688915,43.22850584665775,801.1638343133272
36,40.8283,-73.95086,25.82,80.39314233139608,-0.08999999999999986,-0.0011194984720089987,-0.06414251082136158,3.9971730183416323,47.22567886499938,881.5569766447234
37,40.82768,-73.95132,25.76,79.01248101146187,-0.05999999999999872,-0.0007593736993437135,-0.04350889968251968,3.928526091309478,51.15420495630886,960.5694576561853
38,40.82714,-73.95192,25.23,78.39831931882742,-0.5300000000000011,-0.006760349004990993,-0.3873335654126817,3.8979897734656266,55.052194729774484,1038.9677769750126
39,40.82708,-73.95198,25.33,8.361206130836406,0.09999999999999787,0.011959996971154024,0.6852246788209376,0.4157218710173477,55.46791660079183,1047.328983105849
40,40.82708,-73.95198,25.33,0.0,0.0,0.0,0.0,0.0,55.46791660079183,1047.328983105849
41,40.82708,-73.95198,25.33,0.0,0.0,0.0,0.0,0.0,55.46791660079183,1047.328983105849
42,40.82642,-73.95253,23.68,86.70645725954061,-1.6499999999999986,-0.019029724568967364,-1.0901913186582435,4.026542253842682,59.494458854634516,1134.0354403653896
43,40.82582,-73.95301,22.0,77.94021480034327,-1.6799999999999997,-0.021554982935363946,-1.2348183340455259,3.6194486326175572,63.11390748725207,1211.9756551657329
44,40.82576,-73.95303,22.0,6.8763358914197745,0.0,0.0,0.0,0.34189364283006957,63.45580113008214,1218.8519910571526
45,40.82558,-73.95324,21.0,26.68196669022057,-1.0,-0.037478496679426494,-2.1463551079302334,1.2390780305116724,64.69487916059381,1245.5339577473733
46,40.82544,-73.95345,19.94,23.534322347751182,-1.0599999999999987,-0.0450406000367071,-2.5788933357289996,1.0929052615437964,65.7877844221376,1269.0682800951245
47,40.82534,-73.95367,19.0,21.580597191508495,-0.9400000000000013,-0.04355764540055783,-2.4940927230504712,1.0021766452141174,66.78996106735173,1290.648877286633
48,40.82531,-73.95373,19.0,6.047264090453522,0.0,0.0,0.0,0.3006719249448613,67.09063299229659,1296.6961413770866
49,40.82527,-73.95377,19.0,5.5741931210624935,0.0,0.0,0.0,0.27715068345866967,67.36778367575526,1302.2703344981492
50,40.82474,-73.95435,20.81,76.46876838935866,1.8099999999999987,0.023669794062642142,1.3559261162160798,4.4464645571714065,71.81424823292667,1378.739102887508
51,40.82413,-73.95483,19.84,78.89347399048748,-0.9699999999999989,-0.012295060046626364,-0.7044195556128113,3.922609023765692,75.73685725669236,1457.6325768779955
52,40.82373,-73.95519,17.68,53.77957578586961,-2.16,-0.040163946413417646,-2.2999884132148463,2.4974579880175125,78.23431524470988,1511.412152663865
53,40.82365,-73.95529,17.5,12.237052167175834,-0.17999999999999972,-0.014709424912220635,-0.8427271905390276,0.6084301885482081,78.84274543325809,1523.6492048310408
54,40.82359,-73.95532,17.65,7.128804041761887,0.14999999999999858,0.02104139756420153,1.2054054025889758,0.40785289770064015,79.25059833095872,1530.7780088728027
55,40.82354,-73.95534,17.84,5.8052144794879075,0.19000000000000128,0.03272919556570142,1.8745756152496738,0.35627115811339727,79.60686948907212,1536.5832233522906
56,40.82347,-73.95537,18.0,8.177609506281751,0.16000000000000014,0.019565619986756985,1.1208844335037988,0.4635614123624482,80.07043090143458,1544.7608328585723
57,40.82344,-73.95539,17.97,3.733960253460242,-0.030000000000001137,-0.008034365114679592,-0.46032530748563527,0.1856537105511618,80.25608461198574,1548.4947931120325
58,40.82294,-73.95566,18.9,60.022534082502986,0.9299999999999997,0.015494180880828582,0.887680141013117,2.984339792790702,83.24042440477645,1608.5173271945355
59,40.8228,-73.95572,19.0,16.35523391504904,0.10000000000000142,0.0061142506747022315,0.3503163931724651,0.8131875159750922,84.05361192075154,1624.8725611095845
60,40.82274,-73.95575,19.37,7.128815482624288,0.370000000000001,0.05190203069525866,2.9711013492404454,0.4860842582964917,84.53969617904802,1632.0013765922088
61,40.8225,-73.95589,20.0,29.152918655185797,0.629999999999999,0.02161018618586695,1.2379797746897445,1.673797842820272,86.2134940218683,1661.1542952473947
62,40.82229,-73.95607,21.67,27.815487424501963,1.6700000000000017,0.060038494904422944,3.4358280412858613,1.97696165985801,88.1904556817263,1688.9697826718966
63,40.82224,-73.95611,22.0,6.495119151481432,0.3299999999999983,0.05080738202081029,2.908547579748694,0.440350008080001,88.63080568980631,1695.464901823378
64,40.82172778,-73.95677251,18.0,79.6482466643248,-4.0,-0.05022081674764145,-2.8750254038112235,3.6987675517454,92.32957324155171,1775.1131484877028
65,40.82115578,-73.95754616,20.0,90.95625605585757,2.0,0.021988591953166704,1.259650529608992,5.23445086736403,97.56402410891575,1866.0694045435603
66,40.82061743,-73.95840873,23.0,94.02463578935271,3.0,0.03190653146182905,1.8274896154895073,5.742859737849887,103.30688384676563,1960.094040332913
67,40.82001177,-73.95887114,23.0,77.73028865285022,0.0,0.0,0.0,3.8647750728576864,107.17165891962331,2037.8243289857633
68,40.81939013,-73.95935339,23.0,80.10468371649327,0.0,0.0,0.0,3.982830762784004,111.15448968240732,2117.9290127022564
69,40.81874409,-73.95975355,23.0,79.28720146070745,0.0,0.0,0.0,3.9421852808307003,115.09667496323802,2197.2162141629638
70,40.81811823,-73.96022485,24.0,80.04990279217503,1.0,0.012492207549535603,0.7157135406540129,3.9801070375226866,119.0767820007607,2277.266116955139
71,40.81750582,-73.96069616,25.0,78.75542605415465,1.0,0.012697537809171005,0.7274762319708032,3.915745235756602,122.9925272365173,2356.0215430092935
72,40.81672,-73.96136,29.0,103.64541236932635,4.0,0.038593121572487385,2.210126144467629,6.5769591956879285,129.56948643220522,2459.66695537862
73,40.81669,-73.96138,29.0,3.7340373482122406,0.0,0.0,0.0,0.18565754372714682,129.75514397593238,2463.400992726832
74,40.81664,-73.96143,28.68,6.968071338047161,-0.3200000000000003,-0.045923754863520384,-2.629389918039407,0.32358874479731753,130.0787327207297,2470.3690640648792
75,40.81658,-73.9615,28.75,8.894521066631711,0.07000000000000028,0.007870013402139118,0.4509092434691054,0.4422384619829316,130.52097118271263,2479.263585131511
76,40.81653,-73.96156,28.56,7.505611279628005,-0.19000000000000128,-0.02531439384766781,-1.4500982313753086,0.34855144488117124,130.8695226275938,2486.7691964111386
77,40.81649,-73.96162,28.91,6.724605822121902,0.3500000000000014,0.05204766037714927,2.9794228358345896,0.45887066951765965,131.32839329711146,2493.4938022332603
78,40.81634,-73.96189,28.53,28.16842199345192,-0.379999999999999,-0.013490283555405925,-0.7728894289651398,1.4005430450442222,132.7289363421557,2521.662224226712
79,40.81624,-73.962,28.76,14.459251527360047,0.23000000000000043,0.015906770801019016,0.9113139759176389,0.7189186589116245,133.44785500106732,2536.1214757540724
80,40.8162,-73.96205,28.87,6.118851496898058,0.10999999999999943,0.0179772298863216,1.0299084605046671,0.34339756930025744,133.7912525703676,2542.2403272509705
81,40.81615,-73.9621,28.71,6.968090082608925,-0.16000000000000014,-0.022961815662993622,-1.315383983407692,0.32358961527193225,134.11484218563953,2549.2084173335793
82,40.81611,-73.96215,29.0,6.118855415367166,0.28999999999999915,0.04739448480375598,2.7134734653342054,0.4074219709804391,134.52226415661997,2555.3272727489466
83,40.81609,-73.96217,29.0,2.787237180592415,0.0,0.0,0.0,0.138582333404222,134.6608464900242,2558.114509929539
84,40.81603,-73.96223,28.99,8.361713377290007,-0.010000000000001563,-0.0011959271442095899,-0.06852154530089741,0.4157470914749537,135.07659358149914,2566.476223306829
85,40.81599,-73.96226,29.18,5.111137430240187,0.19000000000000128,0.03717372162130898,2.128917078865613,0.3217544264113681,135.3983480079105,2571.587360737069
86,40.81596,-73.9623,29.1,4.736101081727535,-0.0799999999999983,-0.016891531371373853,-0.9677214260991148,0.23548047640658964,135.6338284843171,2576.3234618187967
87,40.81591,-73.96234,28.77,6.495285400756446,-0.33000000000000185,-0.05080608158674133,-2.9084732622026723,0.30163314179274187,135.93546162610983,2582.818747219553
88,40.81585,-73.96238,28.87,7.468093542367972,0.10000000000000142,0.01339029826456801,0.7671617284514601,0.3713160244806947,136.30677765059053,2590.286840761921
89,40.81579,-73.96243,28.87,7.882774800047693,0.0,0.0,0.0,0.3919341106300904,136.69871176122064,2598.169615561969
90,40.81571,-73.96248,29.07,9.834367810964078,0.1999999999999993,0.020336843592226084,1.1650547069219925,0.5601772467090023,137.25888900792964,2608.003983372933
91,40.81488,-73.96288,32.27,98.17728546586594,3.200000000000003,0.03259409734966213,1.8668433063594154,6.020508961686866,143.2793979696165,2706.181268838799
92,40.81396,-73.96337,34.23,110.22846606887953,1.9599999999999937,0.017781250795735736,1.0186832741014689,6.178468758640554,149.45786672825704,2816.4097349076787
93,40.81336,-73.9637,35.04,72.22094011925755,0.8100000000000023,0.01121558371661265,0.6425786694637189,3.5908484832446264,153.04871521150167,2888.6306750269364
94,40.81324,-73.96376,35.39,14.257885901782451,0.3500000000000014,0.02454781882889427,1.4062040031628367,0.8335151239651029,153.88223033546677,2902.888560928719
95,40.81314,-73.9638,35.08,11.610581393704134,-0.3100000000000023,-0.026699782679969888,-1.5294215000266327,0.539181256518069,154.42141159198485,2914.4991423224233
96,40.81308,-73.96382,35.55,6.87641453205234,0.46999999999999886,0.06834957343092611,3.910060825553945,0.5090025813453476,154.9304141733302,2921.3755568544757
97,40.81298,-73.96385,35.42,11.395356107660861,-0.12999999999999545,-0.011408155986682957,-0.6536108360975393,0.566580788448023,155.49699496177823,2932.7709129621367
98,40.81289,-73.96387,35.83,10.141728183762618,0.4099999999999966,0.04042703497579691,2.315037841234956,0.6501697326975169,156.14716469447575,2942.912641145899
99,40.81284,-73.96388,36.0,5.619549784724843,0.1700000000000017,0.030251533754910163,1.7327567563810586,0.33992362420820654,156.48708831868396,2948.532190930624
100,40.81281,-73.96388,36.0,3.333753404692219,0.0,0.0,0.0,0.16575529669072564,156.65284361537468,2951.8659443353163
101,40.81274,-73.96389,36.42,7.824093540045473,0.4200000000000017,0.05368033981832491,3.072707762331318,0.538433196234107,157.1912768116088,2959.6900378753617
102,40.81271,-73.96389,36.74,3.33375340398534,0.3200000000000003,0.095987903489639,5.482903693770843,0.2793578376924491,157.47063464930125,2963.023791279347
103,40.8124,-73.9639,38.0,34.45905061794097,1.259999999999998,0.036565139706547345,2.0940952399686377,2.1617957664163843,159.63243041571764,2997.482841897288
104,40.81229,-73.9639,38.0,12.223762482457712,0.0,0.0,0.0,0.6077694211290348,160.24019983684667,3009.706604379746
105,40.81204,-73.9639,38.0,27.781278367487005,0.0,0.0,0.0,1.3812941388433564,161.62149397569002,3037.487882747233
106,40.81188,-73.96389,37.0,17.79989965146209,-1.0,-0.056180091999443356,-3.215502081290162,0.8266056569031993,162.44809963259323,3055.287782398695
107,40.81175,-73.9639,37.0,14.470727360071736,0.0,0.0,0.0,0.7194892410228333,163.16758887361607,3069.7585097587666
108,40.81163,-73.96393,36.6,13.571627673377531,-0.3999999999999986,-0.02947325181817722,-1.688204218658404,0.6302498569016589,163.79783873051773,3083.330137432144
109,40.81157,-73.96395,36.0,6.8764238966663145,-0.6000000000000014,-0.08725465576531444,-4.986693919055294,0.31933274925973093,164.11717147977745,3090.2065613288105
110,40.81152,-73.96397,36.0,5.80530278102106,0.0,0.0,0.0,0.288641530442315,164.40581301021976,3096.0118641098315
111,40.81147,-73.96399,36.0,5.805303148685536,0.0,0.0,0.0,0.2886415487227115,164.69445455894248,3101.817167258517
112,40.81138,-73.96404,35.9,10.849425801759434,-0.10000000000000142,-0.009217077643296531,-0.5280846943500893,0.5394369572037009,165.23389151614617,3112.6665930602767
113,40.81129,-73.9641,35.0,11.202296034457893,-0.8999999999999986,-0.08034067277204854,-4.593315718083289,0.5202209817866339,165.7541124979328,3123.8688890947346
114,40.81084,-73.96443,34.0,57.19256849419473,-1.0,-0.017484789131327505,-1.0017025517714708,2.6559532118621694,168.41006570979496,3181.0614575889294
115,40.81079,-73.96447,34.0,6.495419866081189,0.0,0.0,0.0,0.3229543749449939,168.73302008473996,3187.5568774550106
116,40.81074,-73.9645,34.0,6.102347428262009,0.0,0.0,0.0,0.30341068630264806,169.0364307710426,3193.6592248832726
117,40.81,-73.96503,33.0,93.53784820730903,-1.0,-0.01069085957358874,-0.6125177978441211,4.650732042625682,173.6871628136683,3287.1970730905814
118,40.80895,-73.96581,29.0,133.86028600274145,-4.0,-0.02988190238827131,-1.7115975674033224,6.216308620338621,179.90347143400692,3421.0573590933227
119,40.80886,-73.96589,29.0,12.054120489159706,0.0,0.0,0.0,0.5993347663970021,180.5028062004039,3433.1114795824824
120,40.80886,-73.96589,29.0,0.0,0.0,0.0,0.0,0.0,180.5028062004039,3433.1114795824824
121,40.80886,-73.96589,29.0,0.0,0.0,0.0,0.0,0.0,180.5028062004039,3433.1114795824824
122,40.80882,-73.96579,29.35,9.51330199137509,0.3500000000000014,0.036790590724158335,2.1069952777307517,0.5975817172309174,181.10038791763483,3442.6247815738575
123,40.80878,-73.9657,30.0,8.778465837820239,0.6499999999999986,0.07404482878996982,4.2347283080827385,0.6675086667962494,181.76789658443107,3451.4032474116775
124,40.80866,-73.96541,31.0,27.799081344201657,1.0,0.03597241173613747,2.060179044033803,1.7381214144333659,183.50601799886445,3479.202328755879
125,40.80848,-73.96498,33.09,41.33017945804056,2.0900000000000034,0.05056837466969685,2.89488856090621,2.7985562423717023,186.30457424123614,3520.5325082139198
126,40.80857,-73.96491,32.98,11.605624118528837,-0.11000000000000654,-0.00947816324883271,-0.5430424905715542,0.5770353819032361,186.88160962313938,3532.1381323324485
127,40.80853,-73.96481,34.02,9.513334490606264,1.0400000000000063,0.10932023897897543,6.238813844439139,0.8418806640871649,187.72349028722655,3541.6514668230548
128,40.8085,-73.96473,36.96,7.509398037978546,2.9399999999999977,0.39150941062533107,21.380810649144962,1.371238047500984,189.09472833472753,3549.160864861033
129,40.8082,-73.96403,41.0,67.66047585455443,4.039999999999999,0.059709896346052,3.417067984194285,4.801020837006737,193.89574917173428,3616.8213407155877
130,40.80818,-73.96404,41.0,2.37633724315897,0.0,0.0,0.0,0.11815225571952617,194.01390142745382,3619.1976779587467
131,40.80812,-73.96409,40.58,7.88303413650191,-0.4200000000000017,-0.053278977704183376,-3.0497769911390997,0.36607850259752805,194.37997993005135,3627.0807120952486
132,40.80811,-73.96409,40.49,1.1112511348974063,-0.0899999999999963,-0.08098979355220667,-4.630267159328521,0.05160514903637925,194.43158507908774,3628.191963230146
